course_id,lesson_rank,content_title,overview
2,1,扇風機,"モーターや電池ボックスなどのパーツと、ブロックを組み合わせてシンプルな「扇風機」のロボットを作成する。
モーターを使って扇風機の羽を回転させる動きを作り、基礎的なロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,1,見張りロボット,"モーターや、物体を検知するモーションセンサーなどのパーツと、ブロックを組み合わせてシンプルな「見張りロボット」を作成する。
センサーで障害物を検知する、基礎的なロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,1,人工衛星,"モーターや電池ボックスなどのパーツと、ブロックを組み合わせてシンプルな「人工衛星」のロボットを作成する。
モーターを使って人工衛星が回転する動きを作り、基礎的なロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,1,カエル,"モーターやシャフト（軸）などのパーツとブロックを組み合わせ、「歩く」機構を活用した「カエル」のロボットを作成する。
シャフトを使ってモーターの動きを伝達したり、カム機構を使ったバタバタとした動きをするロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,1,オリジナル,"モーターやギアなどのパーツとブロックを組み合わせ、「スピンする」機構を活用したオリジナルのロボットを作成する。
ギアを使って回転する動きを作り、くるくると回る動きをする仕組みをロボットに活用する。
ロボットを制御するプログラムをScratchで作る。なお、Apitor教材の「扇風機」をベースに作成してもよい"
2,1,ごみ収集車,"モーターやプーリー（滑車）などのパーツとブロックを組み合わせ、「持ち上げる」機構を活用したリサイクルトラックロボットを作成する。
プーリーを使ってモーターの動力を伝達し、シャフトを回転させてものを持ち上げるロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,1,ハチ,"モーションセンサーなどのパーツとブロックを組み合わせ、「スピンする」機構を活用した「ハチ」のロボットを作成する。
センサーを使って障害物を検知する仕組みをつくり、ロボットに活用する
ロボットを制御するプログラムをScratchで作る。"
2,1,ロボットアーム,"プーリー（滑車）やベルトなどのパーツとブロックを組み合わせ、「つかむ」機構を活用したロボットアームを作成する。
ベルトの作動によって可動部が閉じたり開いたりし、ものを挟んでつかむロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,1,掃除機,"モーターやベルトなどのパーツとブロックを組み合わせ、「掃く」機構を活用したほうきロボットを作成する。
ベルトを使ってモーターの回転方向を90度変換し、2つの支点から延びたパーツがものを掃き集めるロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,1,オリジナル,"モーターやギアなどのパーツとブロックを組み合わせ、「持ち上げる」機構を活用したオリジナルのロボットを作成する。
シャフトを回転させて物を持ち上げたり、ベルトの作動によって可動部が閉じたり開いたりするロボットの仕組みをロボットに活用する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,1,魚,"モーターやベベルギア（かさ歯車）などのパーツとブロックを組み合わせ、「曲げる」機構を活用した「魚」のロボットを作成する。
ベベルギアを使ってモーターに直行する回転の動きを作り、パーツをぱたぱたと曲げるロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,1,踏切,"クランクアームなどのパーツとブロックを組み合わせ、「クランクで回す」機構を活用した「踏切」のロボットを作成する。
アームを使ってクランクを作り、モーターの回転方向を90度変換するロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,1,地震,"クランクアームなどのパーツとブロックを組み合わせ、「クランクで回す」機構を活用した「地震」のロボットを作成する。
アームを使ってクランクを作り、モーターの回転を前後運動に変換するロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,1,ヘリコプター,"モーターやギアなどのパーツとブロックを組み合わせ、「回転する」機構を活用した「ヘリコプター」のロボットを作成する。
ギアを使ってプロペラを回転させ、動くロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,1,オリジナル,"モーターやギアなどのパーツとブロックを組み合わせ、「曲げる」や「巻き上げる」機構を活用したオリジナルのロボットを作成する。
リールを回転させてロープを巻き上げ、ロープに繋いだものを巻き上げたり、ベベルギアを使ってモーターの動きを伝達し、カム機構を使ってばたばたとした動きをするロボットの仕組みを
ロボットに活用する。Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,機関車,"クランクアームなどのパーツとブロックを組み合わせ、「クランクで回す」機構を活用した「機関車」のロボットを作成する。
アームを使ってクランクを作り、モーターの回転を前後運動に変換するロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,バスケットボール,"プーリー（滑車）やベルトなどのパーツとブロックを組み合わせ、「持ち上げる」機構を活用した「バスケットボール」のロボットを作成する。
ベルトの作動によって可動部が上下に動くロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,ボート,"クランクアームなどのパーツやベベルギアを組み合わせ、「クランクで回す」機構を活用した「ボート」のロボットを作成する。
ブロックを用いてクランクを作り、モーターの回転を前後運動に変換するロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,犬,"クランクアームなどのパーツやベベルギアを組み合わせ、「クランクで回す」機構を活用した「犬」のロボットを作成する。
ブロックを用いてクランクを作り、モーターの回転を四本足の運動に変換するロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,コマ,"モーターやベベルギア（かさ歯車）などのパーツとブロックを組み合わせ、「回転する」機構を活用した「コマ」のロボットを作成する。
ベベルギアを使ってモーターに直行する回転の動きを作り、回転するロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,オリジナル,"クランクアームやベベルギア（かさ歯車）などのパーツを用いた、「オリジナル」のロボットを作成する。
クランクアームやベベルギアによって回転するロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,ゴリラ,"クランクアームなどのパーツとブロックを組み合わせ、「クランクで回す」機構を活用した「ゴリラ」のロボットを作成する。
ブロックを用いてクランクを作り、モーターの回転を前後運動に変換するロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,カヌー,"クランクアームやベベルギア（かさ歯車）などのパーツとブロックを組み合わせ、「回転する」機構を活用した「カヌー」のロボットを作成する。
ブロックを用いてクランクアームを作り、ベベルギアと組み合わせて前進するロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,ブランコ,"クランクアームなどのパーツとブロックを組み合わせ、「クランクで回転する」機構を活用したブランコのロボットを作成する。
ブロックを用いてクランクを作り、モーターの回転を棒に伝達し、棒につながった部分を回転させるロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,エレベーター,"モーターやリールなどのパーツとブロックを組み合わせ、「巻き上げる」機構を活用した「エレベーター」のロボットを作成する。
リールを回転させてロープを巻き上げ、ロープにつないだものを巻き上げる仕組みをロボットに活用する。
ロボットを制御するプログラムをScratchで作る。"
2,2,ダンス,"モーターやラックギアなどのパーツとブロックを組み合わせ、「回転」機構を活用したダンスのロボットを作成する。
ラックギアを使ってモーターの回転を左右運動に変換し、左右に回転させたり、ギアを使って上下に傾くロボット仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,オリジナル,"リールやラックギアなどのパーツを用いた、「オリジナル」のロボットを作成する。
クランクアームやベベルギア（かさ歯車）によって回転するロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,自動ドア,"モーターやラックギアなどのパーツとブロックを組み合わせ、「開く」機構を活用した自動ドアのロボットを作成する。
ラックギアを使ってモーターの回転をゆっくりとした左右運動に変換し、開け閉めをするロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,シーソー,"モーターやギアなどのパーツとブロックを組み合わせ、「傾ける」機構を活用したシーソーのロボットを作成する。
ギアを通じモーターの動きをブロックに伝達し、ブロックにつないだものを傾けさせるロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,鉄棒,"モーターやギアなどのパーツとブロックを組み合わせ、「回転」機構を活用した鉄棒のロボットを作成する。
ギアを通じモーターの動きを棒に伝達し、棒につないだものを回転させるロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,航空機,"モーターやギアなどのパーツとブロックを組み合わせ、「回る」機構を活用した航空機のロボットを作成する。
複数のギアを使ってモーターの動力を上に伝達し、機体を回転させるロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,ゴルフ,"モーターやギアなどのパーツとブロックを組み合わせ、「軸を変えずに回る」機構を活用したゴルフのロボットを作成する。
本体の側面に軸を設置してパターを操作するように角度を変え、ボールを打てるロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,オリジナル,"モーターやギアなどのパーツとブロックを組み合わせ、「傾ける」や「回転」機構を活用したオリジナルのロボットを作成する。
ギアを通じモーターの動きをブロックに伝達し、ブロックにつないだものを傾けさせたり、ギアを通じモーターの動きを棒に伝達し、棒につないだものを回転させる仕組みをロボットに活用する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,クレーン,"プーリー（滑車）やベルトなどのパーツとブロックを組み合わせ、「つかむ」機構を活用したクレーンのロボットを作成する。
ベルトの作動によって可動部が閉じたり開いたりし、ものを挟んでつかむロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,ピエロ,"モーターやギアなどのパーツとブロックを組み合わせ、「スピンする」機構を活用したピエロのロボットを作成する。
ギヤを使って回転する動きを作り、くるくると回る動きをする仕組みをロボットに活用する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,探査車,"モーターやセンサーなどのパーツとブロックを組み合わせ、探査車を作成する。
モーターの回転方向などの制御や、ロボットが何かに乗り上げたときにセンサーが反応する仕組みをロボットに活用する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,レーシングカー,"モーションセンサーやベベルギア（かさ歯車）などのパーツとブロックを組み合わせ、「駆動する」機構を活用したレースカーのロボットを作成する。
歯車を内側と外側の両方につけることによってモーターの動力を伝達したり、センサーを使って障害物を検知するロボットの仕組みを学習する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,バイク,"モーターやベベルギア（かさ歯車）などのパーツとブロックを組み合わせ、「回る」機構を活用したバイクのロボットを作成する。
接続部分の棒を伝い前輪を回転させることで、モーターのくるくると回る動きが伝達するロボット仕組みを学ぶ。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,2,オリジナル,"プーリーやベベルギア（かさ歯車）などのパーツとブロックを組み合わせ、「つかむ」や「回る」機構を活用したオリジナルのロボットを作成する。
ベルトの作動によって可動部が閉じたり開いたりし、ものを挟んでつかんだり、ギヤを使って回転する動きを作り、くるくると回る動きをする仕組みをロボットに活用する。
Scratchを使ってロボットを作動させるプログラムを作り、制御の方法を学習する。"
2,3,射的ゲーム,"Scratchを使って、動く的を狙って撃つゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作る。
コントローラーのトリガーの動きをモーションセンサーで検知し、ゲーム内で弾が発射される仕組みを作る。
この教材を通じて、センサーとの距離を活用した制御や、キー入力による座標操作の処理を学習する。"
2,3,リンゴキャッチゲーム,"Scratchを使って、くまを左右に動かして落ちてくるリンゴをゲットするゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内でキャラクターが動く仕組みを作る。
この教材を通じて、センサーの傾きを活用した制御や、点数を判定する処理を学習する。"
2,3,迷路ゲーム,"Scratchを使って、迷路のゴールを目指すゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内でキャラクターが動く仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、ステージ内の色を使った判定処理を学習する。"
2,3,野球ゲーム,"Scratchを使って、野球のバッティングをするゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの接触をモーションセンサーで検知し、ゲーム内でバットが振られる仕組みを作る。
この教材を通して、センサーとの距離を活用した制御や、バッターの動きのアニメーション処理を学習する。"
2,3,ワニたたきゲーム,"Scratchを使って、ハンマーを左右や下に動かしてワニをたたくゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内でハンマーが動く仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、条件分岐で傾きに応じた処理を学習する。"
2,3,ロケットゲーム,"Scratchを使って、惑星を避けながらロケットを飛ばすゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの接触をモーションセンサーで検知し、ゲーム内でロケットが上下に動く仕組みを作る。
この教材を通して、センサーとの距離を活用した制御や、ループで座標を少しずつ変化させる処理を学習する。"
2,3,スターキャッチゲーム,"Scratchを使って、キャラクターを左右に動かして落ちてくる星をゲットするゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内でキャラクターが動く仕組みを作る。
この教材を通じて、センサーの傾きを活用した制御や、点数を出力する処理を学習する。"
2,3,木を切りまくれゲーム,"Scratchを使って、のこぎりを動かして丸太を切るゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内でのこぎりが動く仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、時間をカウントダウンする処理を学習する。"
2,3,戦車ゲーム,"Scratchを使って、戦車を上下左右に動かして敵戦車と戦うゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内で戦車を移動させる仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、クローンのコードでビームを発射する処理を学習する。"
2,3,虫とりゲーム,"Scratchを使って、キャラクターを左右に動かしてとんぼかバッタを捕まえるゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
チルトセンサーで傾きを検知したらキャラクターが横に動き、モーションセンサーで接触を検知したらキャラクターがジャンプする仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、ジャンプの処理を学習する。"
2,3,ビームバトルゲーム,"Scratchを使って、ビームを出して戦うゲームのプログラムを作成する。また、ゲームで使用するコントローラー（杖）を、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内でビームが発射される仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、定義ブロックを使った処理を学習する。"
2,3,宝石ゲーム,"Scratchを使って、キャラクターをキー入力で動かして宝石をゲットするゲームのプログラムを作成する。また、宝石をゲットしたときに反応するロボットを、ブロックを組み合わせて作成する。
キー入力に応じてキャラクターが動き、ゲーム内で宝石に触れたらロボットの頭が回る仕組みを作る。
この教材を通して、モーターの制御や、画面内の特定のオブジェクトに触れたときの処理を学習する。"
2,3,バトルゲーム,"Scratchを使って、キャラクターが剣を振って敵を倒すゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
チルトセンサーで傾きを検知したらキャラクターが上下左右に動き、モーションセンサーで接触を検知したら敵を攻撃する仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、キャラクターの動きのアニメーション処理を学習する。"
2,3,花火ゲーム,"Scratchを使って、花火を打ち上げるゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内で花火が打ちあがる仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、スプライトが特定のスプライトに「触れたとき」の処理を学習する。"
2,3,バイクゲーム,"Scratchを使って、バイクを左右に動かすゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内でバイクが左右に動く仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、スプライトが特定のスプライトに「触れたとき」の処理を学習する。"
2,3,風船割りゲーム,"Scratchを使って、鳥を動かして飛んでくる風船を割るゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
チルトセンサーで傾きを検知したら鳥が回転し、モーションセンサーで接触を検知したら鳥が飛んでいく仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、キャラクターの動きの処理を学習する。"
